Commercial Part No,Part No,Reference,Flash,RAM
STM32F100R6T6BTR,STM32F100R6,STM32F100R6Tx,32 kBytes,4 kBytes
STM32F100R8H6B,STM32F100R8,STM32F100R8Hx,64 kBytes,8 kBytes
STM32F100R8H7B,STM32F100R8,STM32F100R8Hx,64 kBytes,8 kBytes
STM32F100R8T6B,STM32F100R8,STM32F100R8Tx,64 kBytes,8 kBytes
STM32F100R8T6BTR,STM32F100R8,STM32F100R8Tx,64 kBytes,8 kBytes
STM32F100R8T7B,STM32F100R8,STM32F100R8Tx,64 kBytes,8 kBytes
STM32F100R8T7BTR,STM32F100R8,STM32F100R8Tx,64 kBytes,8 kBytes
STM32F100RBH6B,STM32F100RB,STM32F100RBHx,128 kBytes,8 kBytes
STM32F100RBH6BTR,STM32F100RB,STM32F100RBHx,128 kBytes,8 kBytes
STM32F100RBT6B,STM32F100RB,STM32F100RBTx,128 kBytes,8 kBytes
STM32F100RBT6BTR,STM32F100RB,STM32F100RBTx,128 kBytes,8 kBytes
STM32F100RCT6B,STM32F100RC,STM32F100RCTx,256 kBytes,24 kBytes
STM32F100RCT6BTR,STM32F100RC,STM32F100RCTx,256 kBytes,24 kBytes
STM32F100RDT6B,STM32F100RD,STM32F100RDTx,384 kBytes,32 kBytes
STM32F100RDT6BTR,STM32F100RD,STM32F100RDTx,384 kBytes,32 kBytes
STM32F100RDT7B,STM32F100RD,STM32F100RDTx,384 kBytes,32 kBytes
STM32F100RET6B,STM32F100RE,STM32F100RETx,512 kBytes,32 kBytes
STM32F100RET6BTR,STM32F100RE,STM32F100RETx,512 kBytes,32 kBytes
STM32F100RET7BTR,STM32F100RE,STM32F100RETx,512 kBytes,32 kBytes
STM32F100V8T6B,STM32F100V8,STM32F100V8Tx,64 kBytes,8 kBytes
STM32F100V8T6BTR,STM32F100V8,STM32F100V8Tx,64 kBytes,8 kBytes
STM32F100V8T7B,STM32F100V8,STM32F100V8Tx,64 kBytes,8 kBytes
STM32F100VBT6B,STM32F100VB,STM32F100VBTx,128 kBytes,8 kBytes
STM32F100VBT6BTR,STM32F100VB,STM32F100VBTx,128 kBytes,8 kBytes
STM32F100VBT7B,STM32F100VB,STM32F100VBTx,128 kBytes,8 kBytes
STM32F100VCT6,STM32F100VC,STM32F100VCTx,256 kBytes,24 kBytes
STM32F100VCT6B,STM32F100VC,STM32F100VCTx,256 kBytes,24 kBytes
STM32F100VCT6BTR,STM32F100VC,STM32F100VCTx,256 kBytes,24 kBytes
STM32F100VDT6,STM32F100VD,STM32F100VDTx,384 kBytes,32 kBytes
STM32F100VDT6B,STM32F100VD,STM32F100VDTx,384 kBytes,32 kBytes
STM32F100VDT6BTR,STM32F100VD,STM32F100VDTx,384 kBytes,32 kBytes
STM32F100VDT7B,STM32F100VD,STM32F100VDTx,384 kBytes,32 kBytes
STM32F100VET6,STM32F100VE,STM32F100VETx,512 kBytes,32 kBytes
STM32F100VET6B,STM32F100VE,STM32F100VETx,512 kBytes,32 kBytes
STM32F100VET6BTR,STM32F100VE,STM32F100VETx,512 kBytes,32 kBytes
STM32F100VET7B,STM32F100VE,STM32F100VETx,512 kBytes,32 kBytes
STM32F100ZCT6B,STM32F100ZC,STM32F100ZCTx,256 kBytes,24 kBytes
STM32F100ZDT6B,STM32F100ZD,STM32F100ZDTx,384 kBytes,32 kBytes
STM32F100ZDT6BTR,STM32F100ZD,STM32F100ZDTx,384 kBytes,32 kBytes
STM32F100ZET6B,STM32F100ZE,STM32F100ZETx,512 kBytes,32 kBytes
STM32F100ZET6BTR,STM32F100ZE,STM32F100ZETx,512 kBytes,32 kBytes
STM32F100ZET7B,STM32F100ZE,STM32F100ZETx,512 kBytes,32 kBytes
STM32F101C4T6A,STM32F101C4,STM32F101C4Tx,16 kBytes,4 kBytes
STM32F101C6T6A,STM32F101C6,STM32F101C6Tx,32 kBytes,6 kBytes
STM32F101C6T6ATR,STM32F101C6,STM32F101C6Tx,32 kBytes,6 kBytes
STM32F101C8T6,STM32F101C8,STM32F101C8Tx,64 kBytes,10 kBytes
STM32F101C8T6TR,STM32F101C8,STM32F101C8Tx,64 kBytes,10 kBytes
STM32F101C8U6,STM32F101C8,STM32F101C8Ux,64 kBytes,10 kBytes
STM32F101C8U6TR,STM32F101C8,STM32F101C8Ux,64 kBytes,10 kBytes
STM32F101CBT6,STM32F101CB,STM32F101CBTx,128 kBytes,16 kBytes
STM32F101CBT6TR,STM32F101CB,STM32F101CBTx,128 kBytes,16 kBytes
STM32F101CBU6,STM32F101CB,STM32F101CBUx,128 kBytes,16 kBytes
STM32F101CBU6TR,STM32F101CB,STM32F101CBUx,128 kBytes,16 kBytes
STM32F101R4T6A,STM32F101R4,STM32F101R4Tx,16 kBytes,4 kBytes
STM32F101R6T6A,STM32F101R6,STM32F101R6Tx,32 kBytes,6 kBytes
STM32F101R6T6ATR,STM32F101R6,STM32F101R6Tx,32 kBytes,6 kBytes
STM32F101R8T6,STM32F101R8,STM32F101R8Tx,64 kBytes,10 kBytes
STM32F101R8T6TR,STM32F101R8,STM32F101R8Tx,64 kBytes,10 kBytes
STM32F101RBH6,STM32F101RB,STM32F101RBHx,128 kBytes,16 kBytes
STM32F101RBT6,STM32F101RB,STM32F101RBTx,128 kBytes,16 kBytes
STM32F101RBT6TR,STM32F101RB,STM32F101RBTx,128 kBytes,16 kBytes
STM32F101RCT6,STM32F101RC,STM32F101RCTx,256 kBytes,32 kBytes
STM32F101RCT6TR,STM32F101RC,STM32F101RCTx,256 kBytes,32 kBytes
STM32F101RDT6,STM32F101RD,STM32F101RDTx,384 kBytes,48 kBytes
STM32F101RDT6TR,STM32F101RD,STM32F101RDTx,384 kBytes,48 kBytes
STM32F101RET6,STM32F101RE,STM32F101RETx,512 kBytes,48 kBytes
STM32F101RET6TR,STM32F101RE,STM32F101RETx,512 kBytes,48 kBytes
STM32F101RFT6,STM32F101RF,STM32F101RFTx,768 kBytes,80 kBytes
STM32F101RFT6TR,STM32F101RF,STM32F101RFTx,768 kBytes,80 kBytes
STM32F101RGT6,STM32F101RG,STM32F101RGTx,1024 kBytes,80 kBytes
STM32F101RGT6TR,STM32F101RG,STM32F101RGTx,1024 kBytes,80 kBytes
STM32F101T4U6A,STM32F101T4,STM32F101T4Ux,16 kBytes,4 kBytes
STM32F101T4U6ATR,STM32F101T4,STM32F101T4Ux,16 kBytes,4 kBytes
STM32F101T6U6A,STM32F101T6,STM32F101T6Ux,32 kBytes,6 kBytes
STM32F101T6U6ATR,STM32F101T6,STM32F101T6Ux,32 kBytes,6 kBytes
STM32F101T8U6,STM32F101T8,STM32F101T8Ux,64 kBytes,10 kBytes
STM32F101T8U6TR,STM32F101T8,STM32F101T8Ux,64 kBytes,10 kBytes
STM32F101TBU6,STM32F101TB,STM32F101TBUx,128 kBytes,16 kBytes
STM32F101TBU6TR,STM32F101TB,STM32F101TBUx,128 kBytes,16 kBytes
STM32F101V8T6,STM32F101V8,STM32F101V8Tx,64 kBytes,10 kBytes
STM32F101V8T6TR,STM32F101V8,STM32F101V8Tx,64 kBytes,10 kBytes
STM32F101VBT6,STM32F101VB,STM32F101VBTx,128 kBytes,16 kBytes
STM32F101VBT6TR,STM32F101VB,STM32F101VBTx,128 kBytes,16 kBytes
STM32F101VCT6,STM32F101VC,STM32F101VCTx,256 kBytes,32 kBytes
STM32F101VCT6TR,STM32F101VC,STM32F101VCTx,256 kBytes,32 kBytes
STM32F101VDT6,STM32F101VD,STM32F101VDTx,384 kBytes,48 kBytes
STM32F101VDT6TR,STM32F101VD,STM32F101VDTx,384 kBytes,48 kBytes
STM32F101VET6,STM32F101VE,STM32F101VETx,512 kBytes,48 kBytes
STM32F101VET6TR,STM32F101VE,STM32F101VETx,512 kBytes,48 kBytes
STM32F101VFT6,STM32F101VF,STM32F101VFTx,768 kBytes,80 kBytes
STM32F101VFT6TR,STM32F101VF,STM32F101VFTx,768 kBytes,80 kBytes
STM32F101VGT6,STM32F101VG,STM32F101VGTx,1024 kBytes,80 kBytes
STM32F101ZCT6,STM32F101ZC,STM32F101ZCTx,256 kBytes,32 kBytes
STM32F101ZDT6,STM32F101ZD,STM32F101ZDTx,384 kBytes,48 kBytes
STM32F101ZET6,STM32F101ZE,STM32F101ZETx,512 kBytes,48 kBytes
STM32F101ZFT6,STM32F101ZF,STM32F101ZFTx,768 kBytes,80 kBytes
STM32F101ZGT6,STM32F101ZG,STM32F101ZGTx,1024 kBytes,80 kBytes
STM32F102C4T6A,STM32F102C4,STM32F102C4Tx,16 kBytes,4 kBytes
STM32F102C4T6ATR,STM32F102C4,STM32F102C4Tx,16 kBytes,4 kBytes
STM32F102C6T6A,STM32F102C6,STM32F102C6Tx,32 kBytes,6 kBytes
STM32F102C6T6ATR,STM32F102C6,STM32F102C6Tx,32 kBytes,6 kBytes
STM32F102C8T6,STM32F102C8,STM32F102C8Tx,64 kBytes,10 kBytes
STM32F102C8T6TR,STM32F102C8,STM32F102C8Tx,64 kBytes,10 kBytes
STM32F102CBT6,STM32F102CB,STM32F102CBTx,128 kBytes,16 kBytes
STM32F102CBT6TR,STM32F102CB,STM32F102CBTx,128 kBytes,16 kBytes
STM32F102R4T6A,STM32F102R4,STM32F102R4Tx,16 kBytes,4 kBytes
STM32F102R6T6A,STM32F102R6,STM32F102R6Tx,32 kBytes,6 kBytes
STM32F102R8T6,STM32F102R8,STM32F102R8Tx,64 kBytes,10 kBytes
STM32F102RBT6,STM32F102RB,STM32F102RBTx,128 kBytes,16 kBytes
STM32F102RBT6TR,STM32F102RB,STM32F102RBTx,128 kBytes,16 kBytes
STM32F103C4T6A,STM32F103C4,STM32F103C4Tx,16 kBytes,6 kBytes
STM32F103C4T7A,STM32F103C4,STM32F103C4Tx,16 kBytes,6 kBytes
STM32F103C6T6A,STM32F103C6,STM32F103C6Tx,32 kBytes,10 kBytes
STM32F103C6T6ATR,STM32F103C6,STM32F103C6Tx,32 kBytes,10 kBytes
STM32F103C6T7A,STM32F103C6,STM32F103C6Tx,32 kBytes,10 kBytes
STM32F103C6T7ATR,STM32F103C6,STM32F103C6Tx,32 kBytes,10 kBytes
STM32F103C6U6A,STM32F103C6,STM32F103C6Ux,32 kBytes,10 kBytes
STM32F103C8T6,STM32F103C8,STM32F103C8Tx,64 kBytes,20 kBytes
STM32F103C8T6TR,STM32F103C8,STM32F103C8Tx,64 kBytes,20 kBytes
STM32F103C8T7,STM32F103C8,STM32F103C8Tx,64 kBytes,20 kBytes
STM32F103C8T7TR,STM32F103C8,STM32F103C8Tx,64 kBytes,20 kBytes
STM32F103CBT6,STM32F103CB,STM32F103CBTx,128 kBytes,20 kBytes
STM32F103CBT6TR,STM32F103CB,STM32F103CBTx,128 kBytes,20 kBytes
STM32F103CBT7,STM32F103CB,STM32F103CBTx,128 kBytes,20 kBytes
STM32F103CBT7TR,STM32F103CB,STM32F103CBTx,128 kBytes,20 kBytes
STM32F103CBU6,STM32F103CB,STM32F103CBUx,128 kBytes,20 kBytes
STM32F103CBU6TR,STM32F103CB,STM32F103CBUx,128 kBytes,20 kBytes
STM32F103R4H6A,STM32F103R4,STM32F103R4Hx,16 kBytes,6 kBytes
STM32F103R4H7A,STM32F103R4,STM32F103R4Hx,16 kBytes,6 kBytes
STM32F103R4T6A,STM32F103R4,STM32F103R4Tx,16 kBytes,6 kBytes
STM32F103R6H6A,STM32F103R6,STM32F103R6Hx,32 kBytes,10 kBytes
STM32F103R6T6A,STM32F103R6,STM32F103R6Tx,32 kBytes,10 kBytes
STM32F103R6T6ATR,STM32F103R6,STM32F103R6Tx,32 kBytes,10 kBytes
STM32F103R6T7A,STM32F103R6,STM32F103R6Tx,32 kBytes,10 kBytes
STM32F103R8H6,STM32F103R8,STM32F103R8Hx,64 kBytes,20 kBytes
STM32F103R8H6TR,STM32F103R8,STM32F103R8Hx,64 kBytes,20 kBytes
STM32F103R8H7,STM32F103R8,STM32F103R8Hx,64 kBytes,20 kBytes
STM32F103R8T6,STM32F103R8,STM32F103R8Tx,64 kBytes,20 kBytes
STM32F103R8T6TR,STM32F103R8,STM32F103R8Tx,64 kBytes,20 kBytes
STM32F103R8T7,STM32F103R8,STM32F103R8Tx,64 kBytes,20 kBytes
STM32F103R8T7TR,STM32F103R8,STM32F103R8Tx,64 kBytes,20 kBytes
STM32F103RBH6,STM32F103RB,STM32F103RBHx,128 kBytes,20 kBytes
STM32F103RBH6TR,STM32F103RB,STM32F103RBHx,128 kBytes,20 kBytes
STM32F103RBH7,STM32F103RB,STM32F103RBHx,128 kBytes,20 kBytes
STM32F103RBT6,STM32F103RB,STM32F103RBTx,128 kBytes,20 kBytes
STM32F103RBT6TR,STM32F103RB,STM32F103RBTx,128 kBytes,20 kBytes
STM32F103RCT6,STM32F103RC,STM32F103RCTx,256 kBytes,48 kBytes
STM32F103RCT6TR,STM32F103RC,STM32F103RCTx,256 kBytes,48 kBytes
STM32F103RCT7,STM32F103RC,STM32F103RCTx,256 kBytes,48 kBytes
STM32F103RCT7TR,STM32F103RC,STM32F103RCTx,256 kBytes,48 kBytes
STM32F103RCY6TR,STM32F103RC,STM32F103RCYx,256 kBytes,48 kBytes
STM32F103RDT6,STM32F103RD,STM32F103RDTx,384 kBytes,64 kBytes
STM32F103RDT6TR,STM32F103RD,STM32F103RDTx,384 kBytes,64 kBytes
STM32F103RDY6TR,STM32F103RD,STM32F103RDYx,384 kBytes,64 kBytes
STM32F103RET6,STM32F103RE,STM32F103RETx,512 kBytes,64 kBytes
STM32F103RET6TR,STM32F103RE,STM32F103RETx,512 kBytes,64 kBytes
STM32F103RET7,STM32F103RE,STM32F103RETx,512 kBytes,64 kBytes
STM32F103REY6TR,STM32F103RE,STM32F103REYx,512 kBytes,64 kBytes
STM32F103RFT6,STM32F103RF,STM32F103RFTx,768 kBytes,96 kBytes
STM32F103RFT6JTR,STM32F103RF,STM32F103RFTx,768 kBytes,96 kBytes
STM32F103RFT6TR,STM32F103RF,STM32F103RFTx,768 kBytes,96 kBytes
STM32F103RFT7,STM32F103RF,STM32F103RFTx,768 kBytes,96 kBytes
STM32F103RGT6,STM32F103RG,STM32F103RGTx,1024 kBytes,96 kBytes
STM32F103RGT6JTR,STM32F103RG,STM32F103RGTx,1024 kBytes,96 kBytes
STM32F103RGT6TR,STM32F103RG,STM32F103RGTx,1024 kBytes,96 kBytes
STM32F103RGT7,STM32F103RG,STM32F103RGTx,1024 kBytes,96 kBytes
STM32F103T4U6A,STM32F103T4,STM32F103T4Ux,16 kBytes,6 kBytes
STM32F103T4U7A,STM32F103T4,STM32F103T4Ux,16 kBytes,6 kBytes
STM32F103T6U6A,STM32F103T6,STM32F103T6Ux,32 kBytes,10 kBytes
STM32F103T6U7A,STM32F103T6,STM32F103T6Ux,32 kBytes,10 kBytes
STM32F103T8U6,STM32F103T8,STM32F103T8Ux,64 kBytes,20 kBytes
STM32F103T8U6TR,STM32F103T8,STM32F103T8Ux,64 kBytes,20 kBytes
STM32F103T8U7,STM32F103T8,STM32F103T8Ux,64 kBytes,20 kBytes
STM32F103T8U7TR,STM32F103T8,STM32F103T8Ux,64 kBytes,20 kBytes
STM32F103TBU6,STM32F103TB,STM32F103TBUx,128 kBytes,20 kBytes
STM32F103TBU6TR,STM32F103TB,STM32F103TBUx,128 kBytes,20 kBytes
STM32F103TBU7,STM32F103TB,STM32F103TBUx,128 kBytes,20 kBytes
STM32F103V8H6,STM32F103V8,STM32F103V8Hx,64 kBytes,20 kBytes
STM32F103V8H6TR,STM32F103V8,STM32F103V8Hx,64 kBytes,20 kBytes
STM32F103V8T6,STM32F103V8,STM32F103V8Tx,64 kBytes,20 kBytes
STM32F103V8T6TR,STM32F103V8,STM32F103V8Tx,64 kBytes,20 kBytes
STM32F103VBH6,STM32F103VB,STM32F103VBHx,128 kBytes,20 kBytes
STM32F103VBH7,STM32F103VB,STM32F103VBHx,128 kBytes,20 kBytes
STM32F103VBI6,STM32F103VB,STM32F103VBIx,128 kBytes,20 kBytes
STM32F103VBI6TR,STM32F103VB,STM32F103VBIx,128 kBytes,20 kBytes
STM32F103VBT6,STM32F103VB,STM32F103VBTx,128 kBytes,20 kBytes
STM32F103VBT6TR,STM32F103VB,STM32F103VBTx,128 kBytes,20 kBytes
STM32F103VBT7,STM32F103VB,STM32F103VBTx,128 kBytes,20 kBytes
STM32F103VBT7TR,STM32F103VB,STM32F103VBTx,128 kBytes,20 kBytes
STM32F103VCH6,STM32F103VC,STM32F103VCHx,256 kBytes,48 kBytes
STM32F103VCH7,STM32F103VC,STM32F103VCHx,256 kBytes,48 kBytes
STM32F103VCT6,STM32F103VC,STM32F103VCTx,256 kBytes,48 kBytes
STM32F103VCT6TR,STM32F103VC,STM32F103VCTx,256 kBytes,48 kBytes
STM32F103VCT7,STM32F103VC,STM32F103VCTx,256 kBytes,48 kBytes
STM32F103VDH6,STM32F103VD,STM32F103VDHx,384 kBytes,64 kBytes
STM32F103VDH6TR,STM32F103VD,STM32F103VDHx,384 kBytes,64 kBytes
STM32F103VDT6,STM32F103VD,STM32F103VDTx,384 kBytes,64 kBytes
STM32F103VDT6TR,STM32F103VD,STM32F103VDTx,384 kBytes,64 kBytes
STM32F103VDT7,STM32F103VD,STM32F103VDTx,384 kBytes,64 kBytes
STM32F103VDT7TR,STM32F103VD,STM32F103VDTx,384 kBytes,64 kBytes
STM32F103VEH6,STM32F103VE,STM32F103VEHx,512 kBytes,64 kBytes
STM32F103VEH6TR,STM32F103VE,STM32F103VEHx,512 kBytes,64 kBytes
STM32F103VEH7,STM32F103VE,STM32F103VEHx,512 kBytes,64 kBytes
STM32F103VET6,STM32F103VE,STM32F103VETx,512 kBytes,64 kBytes
STM32F103VET6TR,STM32F103VE,STM32F103VETx,512 kBytes,64 kBytes
STM32F103VET7,STM32F103VE,STM32F103VETx,512 kBytes,64 kBytes
STM32F103VET7TR,STM32F103VE,STM32F103VETx,512 kBytes,64 kBytes
STM32F103VFT6,STM32F103VF,STM32F103VFTx,768 kBytes,96 kBytes
STM32F103VFT6TR,STM32F103VF,STM32F103VFTx,768 kBytes,96 kBytes
STM32F103VFT7,STM32F103VF,STM32F103VFTx,768 kBytes,96 kBytes
STM32F103VGT6,STM32F103VG,STM32F103VGTx,1024 kBytes,96 kBytes
STM32F103VGT6J,STM32F103VG,STM32F103VGTx,1024 kBytes,96 kBytes
STM32F103VGT6TR,STM32F103VG,STM32F103VGTx,1024 kBytes,96 kBytes
STM32F103VGT7,STM32F103VG,STM32F103VGTx,1024 kBytes,96 kBytes
STM32F103VGT7TR,STM32F103VG,STM32F103VGTx,1024 kBytes,96 kBytes
STM32F103ZCH6,STM32F103ZC,STM32F103ZCHx,256 kBytes,48 kBytes
STM32F103ZCT6,STM32F103ZC,STM32F103ZCTx,256 kBytes,48 kBytes
STM32F103ZCT6TR,STM32F103ZC,STM32F103ZCTx,256 kBytes,48 kBytes
STM32F103ZCT7,STM32F103ZC,STM32F103ZCTx,256 kBytes,48 kBytes
STM32F103ZCT7TR,STM32F103ZC,STM32F103ZCTx,256 kBytes,48 kBytes
STM32F103ZDH6,STM32F103ZD,STM32F103ZDHx,384 kBytes,64 kBytes
STM32F103ZDH6TR,STM32F103ZD,STM32F103ZDHx,384 kBytes,64 kBytes
STM32F103ZDH7,STM32F103ZD,STM32F103ZDHx,384 kBytes,64 kBytes
STM32F103ZDT6,STM32F103ZD,STM32F103ZDTx,384 kBytes,64 kBytes
STM32F103ZDT7,STM32F103ZD,STM32F103ZDTx,384 kBytes,64 kBytes
STM32F103ZEH6,STM32F103ZE,STM32F103ZEHx,512 kBytes,64 kBytes
STM32F103ZEH6TR,STM32F103ZE,STM32F103ZEHx,512 kBytes,64 kBytes
STM32F103ZEH7,STM32F103ZE,STM32F103ZEHx,512 kBytes,64 kBytes
STM32F103ZEH7TR,STM32F103ZE,STM32F103ZEHx,512 kBytes,64 kBytes
STM32F103ZET6,STM32F103ZE,STM32F103ZETx,512 kBytes,64 kBytes
STM32F103ZET6TR,STM32F103ZE,STM32F103ZETx,512 kBytes,64 kBytes
STM32F103ZET7,STM32F103ZE,STM32F103ZETx,512 kBytes,64 kBytes
STM32F103ZFH6,STM32F103ZF,STM32F103ZFHx,768 kBytes,96 kBytes
STM32F103ZFH6TR,STM32F103ZF,STM32F103ZFHx,768 kBytes,96 kBytes
STM32F103ZFH7,STM32F103ZF,STM32F103ZFHx,768 kBytes,96 kBytes
STM32F103ZFT6,STM32F103ZF,STM32F103ZFTx,768 kBytes,96 kBytes
STM32F103ZFT7,STM32F103ZF,STM32F103ZFTx,768 kBytes,96 kBytes
STM32F103ZGH6,STM32F103ZG,STM32F103ZGHx,1024 kBytes,96 kBytes
STM32F103ZGH6J,STM32F103ZG,STM32F103ZGHx,1024 kBytes,96 kBytes
STM32F103ZGH6JTR,STM32F103ZG,STM32F103ZGHx,1024 kBytes,96 kBytes
STM32F103ZGH6TR,STM32F103ZG,STM32F103ZGHx,1024 kBytes,96 kBytes
STM32F103ZGH7,STM32F103ZG,STM32F103ZGHx,1024 kBytes,96 kBytes
STM32F103ZGT6,STM32F103ZG,STM32F103ZGTx,1024 kBytes,96 kBytes
STM32F103ZGT6J,STM32F103ZG,STM32F103ZGTx,1024 kBytes,96 kBytes
STM32F103ZGT6TR,STM32F103ZG,STM32F103ZGTx,1024 kBytes,96 kBytes
STM32F105R8T6,STM32F105R8,STM32F105R8Tx,64 kBytes,64 kBytes
STM32F105R8T6TR,STM32F105R8,STM32F105R8Tx,64 kBytes,64 kBytes
STM32F105R8T7,STM32F105R8,STM32F105R8Tx,64 kBytes,64 kBytes
STM32F105RBT6,STM32F105RB,STM32F105RBTx,128 kBytes,64 kBytes
STM32F105RBT6TR,STM32F105RB,STM32F105RBTx,128 kBytes,64 kBytes
STM32F105RBT7,STM32F105RB,STM32F105RBTx,128 kBytes,64 kBytes
STM32F105RCT6,STM32F105RC,STM32F105RCTx,256 kBytes,64 kBytes
STM32F105RCT6TR,STM32F105RC,STM32F105RCTx,256 kBytes,64 kBytes
STM32F105RCT6V,STM32F105RC,STM32F105RCTx,256 kBytes,64 kBytes
STM32F105RCT6W,STM32F105RC,STM32F105RCTx,256 kBytes,64 kBytes
STM32F105RCT7,STM32F105RC,STM32F105RCTx,256 kBytes,64 kBytes
STM32F105V8H7,STM32F105V8,STM32F105V8Hx,64 kBytes,64 kBytes
STM32F105V8T6,STM32F105V8,STM32F105V8Tx,64 kBytes,64 kBytes
STM32F105V8T6TR,STM32F105V8,STM32F105V8Tx,64 kBytes,64 kBytes
STM32F105V8T7,STM32F105V8,STM32F105V8Tx,64 kBytes,64 kBytes
STM32F105VBH6,STM32F105VB,STM32F105VBHx,128 kBytes,64 kBytes
STM32F105VBH6TR,STM32F105VB,STM32F105VBHx,128 kBytes,64 kBytes
STM32F105VBH7,STM32F105VB,STM32F105VBHx,128 kBytes,64 kBytes
STM32F105VBT6,STM32F105VB,STM32F105VBTx,128 kBytes,64 kBytes
STM32F105VBT7,STM32F105VB,STM32F105VBTx,128 kBytes,64 kBytes
STM32F105VCT6,STM32F105VC,STM32F105VCTx,256 kBytes,64 kBytes
STM32F105VCT6TR,STM32F105VC,STM32F105VCTx,256 kBytes,64 kBytes
STM32F105VCT6V,STM32F105VC,STM32F105VCTx,256 kBytes,64 kBytes
STM32F105VCT6W,STM32F105VC,STM32F105VCTx,256 kBytes,64 kBytes
STM32F105VCT7,STM32F105VC,STM32F105VCTx,256 kBytes,64 kBytes
STM32F107RBT6,STM32F107RB,STM32F107RBTx,128 kBytes,64 kBytes
STM32F107RBT6TR,STM32F107RB,STM32F107RBTx,128 kBytes,64 kBytes
STM32F107RBT7,STM32F107RB,STM32F107RBTx,128 kBytes,64 kBytes
STM32F107RCT6,STM32F107RC,STM32F107RCTx,256 kBytes,64 kBytes
STM32F107RCT6TR,STM32F107RC,STM32F107RCTx,256 kBytes,64 kBytes
STM32F107RCT7,STM32F107RC,STM32F107RCTx,256 kBytes,64 kBytes
STM32F107VBT6,STM32F107VB,STM32F107VBTx,128 kBytes,64 kBytes
STM32F107VBT7,STM32F107VB,STM32F107VBTx,128 kBytes,64 kBytes
STM32F107VCH6,STM32F107VC,STM32F107VCHx,256 kBytes,64 kBytes
STM32F107VCT6,STM32F107VC,STM32F107VCTx,256 kBytes,64 kBytes
STM32F107VCT6TR,STM32F107VC,STM32F107VCTx,256 kBytes,64 kBytes
STM32F107VCT7,STM32F107VC,STM32F107VCTx,256 kBytes,64 kBytes
STM32F205RBT6,STM32F205RB,STM32F205RBTx,128 kBytes,64 kBytes
STM32F205RBT6TR,STM32F205RB,STM32F205RBTx,128 kBytes,64 kBytes
STM32F205RBT7,STM32F205RB,STM32F205RBTx,128 kBytes,64 kBytes
STM32F205RCT6,STM32F205RC,STM32F205RCTx,256 kBytes,96 kBytes
STM32F205RCT6TR,STM32F205RC,STM32F205RCTx,256 kBytes,96 kBytes
STM32F205RCT7,STM32F205RC,STM32F205RCTx,256 kBytes,96 kBytes
STM32F205RCT7TR,STM32F205RC,STM32F205RCTx,256 kBytes,96 kBytes
STM32F205RET6,STM32F205RE,STM32F205RETx,512 kBytes,128 kBytes
STM32F205RET6TR,STM32F205RE,STM32F205RETx,512 kBytes,128 kBytes
STM32F205RET7,STM32F205RE,STM32F205RETx,512 kBytes,128 kBytes
STM32F205RET7TR,STM32F205RE,STM32F205RETx,512 kBytes,128 kBytes
STM32F205REY6TR,STM32F205RE,STM32F205REYx,512 kBytes,128 kBytes
STM32F205RFT6,STM32F205RF,STM32F205RFTx,768 kBytes,128 kBytes
STM32F205RFT6TR,STM32F205RF,STM32F205RFTx,768 kBytes,128 kBytes
STM32F205RGE6TR,STM32F205RG,STM32F205RGEx,1024 kBytes,128 kBytes
STM32F205RGT6,STM32F205RG,STM32F205RGTx,1024 kBytes,128 kBytes
STM32F205RGT6TR,STM32F205RG,STM32F205RGTx,1024 kBytes,128 kBytes
STM32F205RGT6V,STM32F205RG,STM32F205RGTx,1024 kBytes,128 kBytes
STM32F205RGT6W,STM32F205RG,STM32F205RGTx,1024 kBytes,128 kBytes
STM32F205RGT7,STM32F205RG,STM32F205RGTx,1024 kBytes,128 kBytes
STM32F205RGY6TR,STM32F205RG,STM32F205RGYx,1024 kBytes,128 kBytes
STM32F205RGY6V,STM32F205RG,STM32F205RGYx,1024 kBytes,128 kBytes
STM32F205RGY6W,STM32F205RG,STM32F205RGYx,1024 kBytes,128 kBytes
STM32F205VBT6,STM32F205VB,STM32F205VBTx,128 kBytes,64 kBytes
STM32F205VCT6,STM32F205VC,STM32F205VCTx,256 kBytes,96 kBytes
STM32F205VCT6TR,STM32F205VC,STM32F205VCTx,256 kBytes,96 kBytes
STM32F205VCT7,STM32F205VC,STM32F205VCTx,256 kBytes,96 kBytes
STM32F205VCT7TR,STM32F205VC,STM32F205VCTx,256 kBytes,96 kBytes
STM32F205VET6,STM32F205VE,STM32F205VETx,512 kBytes,128 kBytes
STM32F205VET6TR,STM32F205VE,STM32F205VETx,512 kBytes,128 kBytes
STM32F205VET7,STM32F205VE,STM32F205VETx,512 kBytes,128 kBytes
STM32F205VET7TR,STM32F205VE,STM32F205VETx,512 kBytes,128 kBytes
STM32F205VFT6,STM32F205VF,STM32F205VFTx,768 kBytes,128 kBytes
STM32F205VFT6TR,STM32F205VF,STM32F205VFTx,768 kBytes,128 kBytes
STM32F205VGT6,STM32F205VG,STM32F205VGTx,1024 kBytes,128 kBytes
STM32F205VGT6J,STM32F205VG,STM32F205VGTx,1024 kBytes,128 kBytes
STM32F205VGT6TR,STM32F205VG,STM32F205VGTx,1024 kBytes,128 kBytes
STM32F205VGT6V,STM32F205VG,STM32F205VGTx,1024 kBytes,128 kBytes
