Commercial Part No,Part No,Reference,Flash,RAM
STM32L162VCH6,STM32L162VC,STM32L162VCHx,256 kBytes,32 kBytes
STM32L162VCH6TR,STM32L162VC,STM32L162VCHx,256 kBytes,32 kBytes
STM32L162VCT6,STM32L162VC,STM32L162VCTx,256 kBytes,32 kBytes
STM32L162VCT6A,STM32L162VC-A,STM32L162VCTxA,256 kBytes,32 kBytes
STM32L162VCT6D,STM32L162VC,STM32L162VCTx,256 kBytes,32 kBytes
STM32L162VDT6,STM32L162VD,STM32L162VDTx,384 kBytes,48 kBytes
STM32L162VDT6TR,STM32L162VD,STM32L162VDTx,384 kBytes,48 kBytes
STM32L162VDY6XTR,STM32L162VD-X,STM32L162VDYxX,384 kBytes,80 kBytes
STM32L162VET6,STM32L162VE,STM32L162VETx,512 kBytes,80 kBytes
STM32L162VET6TR,STM32L162VE,STM32L162VETx,512 kBytes,80 kBytes
STM32L162VEY6TR,STM32L162VE,STM32L162VEYx,512 kBytes,80 kBytes
STM32L162ZCT6,STM32L162ZC,STM32L162ZCTx,256 kBytes,32 kBytes
STM32L162ZDT6,STM32L162ZD,STM32L162ZDTx,384 kBytes,48 kBytes
STM32L162ZET6,STM32L162ZE,STM32L162ZETx,512 kBytes,80 kBytes
STM32L412C8T6,STM32L412C8,STM32L412C8Tx,64 kBytes,40 kBytes
STM32L412C8U6,STM32L412C8,STM32L412C8Ux,64 kBytes,40 kBytes
STM32L412C8U6TR,STM32L412C8,STM32L412C8Ux,64 kBytes,40 kBytes
STM32L412CBT3,STM32L412CB,STM32L412CBTx,128 kBytes,40 kBytes
STM32L412CBT3TR,STM32L412CB,STM32L412CBTx,128 kBytes,40 kBytes
STM32L412CBT6,STM32L412CB,STM32L412CBTx,128 kBytes,40 kBytes
STM32L412CBT6P,STM32L412CB,STM32L412CBTxP,128 kBytes,40 kBytes
STM32L412CBT6TR,STM32L412CB,STM32L412CBTx,128 kBytes,40 kBytes
STM32L412CBU6,STM32L412CB,STM32L412CBUx,128 kBytes,40 kBytes
STM32L412CBU6P,STM32L412CB,STM32L412CBUxP,128 kBytes,40 kBytes
STM32L412CBU6TR,STM32L412CB,STM32L412CBUx,128 kBytes,40 kBytes
STM32L412K8T6,STM32L412K8,STM32L412K8Tx,64 kBytes,40 kBytes
STM32L412K8T6TR,STM32L412K8,STM32L412K8Tx,64 kBytes,40 kBytes
STM32L412K8U6,STM32L412K8,STM32L412K8Ux,64 kBytes,40 kBytes
STM32L412K8U6TR,STM32L412K8,STM32L412K8Ux,64 kBytes,40 kBytes
STM32L412KBT3,STM32L412KB,STM32L412KBTx,128 kBytes,40 kBytes
STM32L412KBT3TR,STM32L412KB,STM32L412KBTx,128 kBytes,40 kBytes
STM32L412KBT6,STM32L412KB,STM32L412KBTx,128 kBytes,40 kBytes
STM32L412KBU3,STM32L412KB,STM32L412KBUx,128 kBytes,40 kBytes
STM32L412KBU6,STM32L412KB,STM32L412KBUx,128 kBytes,40 kBytes
STM32L412KBU6TR,STM32L412KB,STM32L412KBUx,128 kBytes,40 kBytes
STM32L412R8I6,STM32L412R8,STM32L412R8Ix,64 kBytes,40 kBytes
STM32L412R8T6,STM32L412R8,STM32L412R8Tx,64 kBytes,40 kBytes
STM32L412R8T6TR,STM32L412R8,STM32L412R8Tx,64 kBytes,40 kBytes
STM32L412RBI6,STM32L412RB,STM32L412RBIx,128 kBytes,40 kBytes
STM32L412RBI6P,STM32L412RB,STM32L412RBIxP,128 kBytes,40 kBytes
STM32L412RBT6,STM32L412RB,STM32L412RBTx,128 kBytes,40 kBytes
STM32L412RBT6P,STM32L412RB,STM32L412RBTxP,128 kBytes,40 kBytes
STM32L412RBT6TR,STM32L412RB,STM32L412RBTx,128 kBytes,40 kBytes
STM32L412T8Y6TR,STM32L412T8,STM32L412T8Yx,64 kBytes,40 kBytes
STM32L412TBY6PTR,STM32L412TB,STM32L412TBYxP,128 kBytes,40 kBytes
STM32L412TBY6TR,STM32L412TB,STM32L412TBYx,128 kBytes,40 kBytes
STM32L422CBT6,STM32L422CB,STM32L422CBTx,128 kBytes,40 kBytes
STM32L422CBU6,STM32L422CB,STM32L422CBUx,128 kBytes,40 kBytes
STM32L422KBT6,STM32L422KB,STM32L422KBTx,128 kBytes,40 kBytes
STM32L422KBU6,STM32L422KB,STM32L422KBUx,128 kBytes,40 kBytes
STM32L422RBI6,STM32L422RB,STM32L422RBIx,128 kBytes,40 kBytes
STM32L422RBT6,STM32L422RB,STM32L422RBTx,128 kBytes,40 kBytes
STM32L422TBY6TR,STM32L422TB,STM32L422TBYx,128 kBytes,40 kBytes
STM32L431CBT6,STM32L431CB,STM32L431CBTx,128 kBytes,64 kBytes
STM32L431CBT6TR,STM32L431CB,STM32L431CBTx,128 kBytes,64 kBytes
STM32L431CBU6,STM32L431CB,STM32L431CBUx,128 kBytes,64 kBytes
STM32L431CBU6TR,STM32L431CB,STM32L431CBUx,128 kBytes,64 kBytes
STM32L431CBY6TR,STM32L431CB,STM32L431CBYx,128 kBytes,64 kBytes
STM32L431CBY7TR,STM32L431CB,STM32L431CBYx,128 kBytes,64 kBytes
STM32L431CCT6,STM32L431CC,STM32L431CCTx,256 kBytes,64 kBytes
STM32L431CCT6TR,STM32L431CC,STM32L431CCTx,256 kBytes,64 kBytes
STM32L431CCU6,STM32L431CC,STM32L431CCUx,256 kBytes,64 kBytes
STM32L431CCU6TR,STM32L431CC,STM32L431CCUx,256 kBytes,64 kBytes
STM32L431CCY6TR,STM32L431CC,STM32L431CCYx,256 kBytes,64 kBytes
STM32L431KBU3,STM32L431KB,STM32L431KBUx,128 kBytes,64 kBytes
STM32L431KBU6,STM32L431KB,STM32L431KBUx,128 kBytes,64 kBytes
STM32L431KBU6TR,STM32L431KB,STM32L431KBUx,128 kBytes,64 kBytes
STM32L431KCU6,STM32L431KC,STM32L431KCUx,256 kBytes,64 kBytes
STM32L431KCU6TR,STM32L431KC,STM32L431KCUx,256 kBytes,64 kBytes
STM32L431RBI3,STM32L431RB,STM32L431RBIx,128 kBytes,64 kBytes
STM32L431RBI6,STM32L431RB,STM32L431RBIx,128 kBytes,64 kBytes
STM32L431RBI6TR,STM32L431RB,STM32L431RBIx,128 kBytes,64 kBytes
STM32L431RBT6,STM32L431RB,STM32L431RBTx,128 kBytes,64 kBytes
STM32L431RBT6TR,STM32L431RB,STM32L431RBTx,128 kBytes,64 kBytes
STM32L431RBY6TR,STM32L431RB,STM32L431RBYx,128 kBytes,64 kBytes
STM32L431RCI6,STM32L431RC,STM32L431RCIx,256 kBytes,64 kBytes
STM32L431RCI6TR,STM32L431RC,STM32L431RCIx,256 kBytes,64 kBytes
STM32L431RCT6,STM32L431RC,STM32L431RCTx,256 kBytes,64 kBytes
STM32L431RCT6TR,STM32L431RC,STM32L431RCTx,256 kBytes,64 kBytes
STM32L431RCY6TR,STM32L431RC,STM32L431RCYx,256 kBytes,64 kBytes
STM32L431VCI3,STM32L431VC,STM32L431VCIx,256 kBytes,64 kBytes
STM32L431VCI3TR,STM32L431VC,STM32L431VCIx,256 kBytes,64 kBytes
STM32L431VCI6,STM32L431VC,STM32L431VCIx,256 kBytes,64 kBytes
STM32L431VCI7,STM32L431VC,STM32L431VCIx,256 kBytes,64 kBytes
STM32L431VCI7TR,STM32L431VC,STM32L431VCIx,256 kBytes,64 kBytes
STM32L431VCT6,STM32L431VC,STM32L431VCTx,256 kBytes,64 kBytes
STM32L431VCT6TR,STM32L431VC,STM32L431VCTx,256 kBytes,64 kBytes
STM32L432KBU6,STM32L432KB,STM32L432KBUx,128 kBytes,64 kBytes
STM32L432KBU6TR,STM32L432KB,STM32L432KBUx,128 kBytes,64 kBytes
STM32L432KCU3,STM32L432KC,STM32L432KCUx,256 kBytes,64 kBytes
STM32L432KCU6,STM32L432KC,STM32L432KCUx,256 kBytes,64 kBytes
STM32L433CBT6,STM32L433CB,STM32L433CBTx,128 kBytes,64 kBytes
STM32L433CBT7,STM32L433CB,STM32L433CBTx,128 kBytes,64 kBytes
STM32L433CBU6,STM32L433CB,STM32L433CBUx,128 kBytes,64 kBytes
STM32L433CBY6TR,STM32L433CB,STM32L433CBYx,128 kBytes,64 kBytes
STM32L433CCT3,STM32L433CC,STM32L433CCTx,256 kBytes,64 kBytes
STM32L433CCT3TR,STM32L433CC,STM32L433CCTx,256 kBytes,64 kBytes
STM32L433CCT6,STM32L433CC,STM32L433CCTx,256 kBytes,64 kBytes
STM32L433CCT6TR,STM32L433CC,STM32L433CCTx,256 kBytes,64 kBytes
STM32L433CCU3,STM32L433CC,STM32L433CCUx,256 kBytes,64 kBytes
STM32L433CCU3TR,STM32L433CC,STM32L433CCUx,256 kBytes,64 kBytes
STM32L433CCU6,STM32L433CC,STM32L433CCUx,256 kBytes,64 kBytes
STM32L433CCU6TR,STM32L433CC,STM32L433CCUx,256 kBytes,64 kBytes
STM32L433CCY3TR,STM32L433CC,STM32L433CCYx,256 kBytes,64 kBytes
STM32L433CCY6TR,STM32L433CC,STM32L433CCYx,256 kBytes,64 kBytes
STM32L433RBI6,STM32L433RB,STM32L433RBIx,128 kBytes,64 kBytes
STM32L433RBT6,STM32L433RB,STM32L433RBTx,128 kBytes,64 kBytes
STM32L433RBY6TR,STM32L433RB,STM32L433RBYx,128 kBytes,64 kBytes
STM32L433RCI3,STM32L433RC,STM32L433RCIx,256 kBytes,64 kBytes
STM32L433RCI6,STM32L433RC,STM32L433RCIx,256 kBytes,64 kBytes
STM32L433RCI6TR,STM32L433RC,STM32L433RCIx,256 kBytes,64 kBytes
STM32L433RCT3,STM32L433RC,STM32L433RCTx,256 kBytes,64 kBytes
STM32L433RCT3TR,STM32L433RC,STM32L433RCTx,256 kBytes,64 kBytes
STM32L433RCT6,STM32L433RC,STM32L433RCTx,256 kBytes,64 kBytes
STM32L433RCT6P,STM32L433RC,STM32L433RCTxP,256 kBytes,64 kBytes
STM32L433RCT6TR,STM32L433RC,STM32L433RCTx,256 kBytes,64 kBytes
STM32L433RCY3TR,STM32L433RC,STM32L433RCYx,256 kBytes,64 kBytes
STM32L433RCY6TR,STM32L433RC,STM32L433RCYx,256 kBytes,64 kBytes
STM32L433VCI3,STM32L433VC,STM32L433VCIx,256 kBytes,64 kBytes
STM32L433VCI6,STM32L433VC,STM32L433VCIx,256 kBytes,64 kBytes
STM32L433VCI6TR,STM32L433VC,STM32L433VCIx,256 kBytes,64 kBytes
STM32L433VCT3,STM32L433VC,STM32L433VCTx,256 kBytes,64 kBytes
STM32L433VCT6,STM32L433VC,STM32L433VCTx,256 kBytes,64 kBytes
STM32L433VCT6TR,STM32L433VC,STM32L433VCTx,256 kBytes,64 kBytes
STM32L442KCU6,STM32L442KC,STM32L442KCUx,256 kBytes,64 kBytes
STM32L442KCU6TR,STM32L442KC,STM32L442KCUx,256 kBytes,64 kBytes
STM32L443CCF6TR,STM32L443CC,STM32L443CCFx,256 kBytes,64 kBytes
STM32L443CCT6,STM32L443CC,STM32L443CCTx,256 kBytes,64 kBytes
STM32L443CCT6TR,STM32L443CC,STM32L443CCTx,256 kBytes,64 kBytes
STM32L443CCU6,STM32L443CC,STM32L443CCUx,256 kBytes,64 kBytes
STM32L443CCY6TR,STM32L443CC,STM32L443CCYx,256 kBytes,64 kBytes
STM32L443RCI3,STM32L443RC,STM32L443RCIx,256 kBytes,64 kBytes
STM32L443RCI3TR,STM32L443RC,STM32L443RCIx,256 kBytes,64 kBytes
STM32L443RCI6,STM32L443RC,STM32L443RCIx,256 kBytes,64 kBytes
STM32L443RCI6TR,STM32L443RC,STM32L443RCIx,256 kBytes,64 kBytes
STM32L443RCT6,STM32L443RC,STM32L443RCTx,256 kBytes,64 kBytes
STM32L443RCT6TR,STM32L443RC,STM32L443RCTx,256 kBytes,64 kBytes
STM32L443RCY6TR,STM32L443RC,STM32L443RCYx,256 kBytes,64 kBytes
STM32L443VCI6,STM32L443VC,STM32L443VCIx,256 kBytes,64 kBytes
STM32L443VCT6,STM32L443VC,STM32L443VCTx,256 kBytes,64 kBytes
STM32L443VCT6TR,STM32L443VC,STM32L443VCTx,256 kBytes,64 kBytes
STM32L451CCU3,STM32L451CC,STM32L451CCUx,256 kBytes,160 kBytes
STM32L451CCU3TR,STM32L451CC,STM32L451CCUx,256 kBytes,160 kBytes
STM32L451CCU6,STM32L451CC,STM32L451CCUx,256 kBytes,160 kBytes
STM32L451CCU6TR,STM32L451CC,STM32L451CCUx,256 kBytes,160 kBytes
STM32L451CET6,STM32L451CE,STM32L451CETx,512 kBytes,160 kBytes
STM32L451CEU6,STM32L451CE,STM32L451CEUx,512 kBytes,160 kBytes
STM32L451CEU6TR,STM32L451CE,STM32L451CEUx,512 kBytes,160 kBytes
STM32L451RCI6,STM32L451RC,STM32L451RCIx,256 kBytes,160 kBytes
STM32L451RCI6TR,STM32L451RC,STM32L451RCIx,256 kBytes,160 kBytes
STM32L451RCT3,STM32L451RC,STM32L451RCTx,256 kBytes,160 kBytes
STM32L451RCT3TR,STM32L451RC,STM32L451RCTx,256 kBytes,160 kBytes
STM32L451RCT6,STM32L451RC,STM32L451RCTx,256 kBytes,160 kBytes
STM32L451REI6,STM32L451RE,STM32L451REIx,512 kBytes,160 kBytes
STM32L451REI6TR,STM32L451RE,STM32L451REIx,512 kBytes,160 kBytes
STM32L451RET6,STM32L451RE,STM32L451RETx,512 kBytes,160 kBytes
STM32L451RET6TR,STM32L451RE,STM32L451RETx,512 kBytes,160 kBytes
STM32L451REY6TR,STM32L451RE,STM32L451REYx,512 kBytes,160 kBytes
STM32L451VCI6,STM32L451VC,STM32L451VCIx,256 kBytes,160 kBytes
STM32L451VCT6,STM32L451VC,STM32L451VCTx,256 kBytes,160 kBytes
STM32L451VEI6,STM32L451VE,STM32L451VEIx,512 kBytes,160 kBytes
STM32L451VET6,STM32L451VE,STM32L451VETx,512 kBytes,160 kBytes
STM32L451VET6TR,STM32L451VE,STM32L451VETx,512 kBytes,160 kBytes
STM32L452CCU6,STM32L452CC,STM32L452CCUx,256 kBytes,160 kBytes
STM32L452CET6,STM32L452CE,STM32L452CETx,512 kBytes,160 kBytes
STM32L452CET6P,STM32L452CE,STM32L452CETxP,512 kBytes,160 kBytes
STM32L452CEU3,STM32L452CE,STM32L452CEUx,512 kBytes,160 kBytes
STM32L452CEU6,STM32L452CE,STM32L452CEUx,512 kBytes,160 kBytes
STM32L452RCI6,STM32L452RC,STM32L452RCIx,256 kBytes,160 kBytes
STM32L452RCT6,STM32L452RC,STM32L452RCTx,256 kBytes,160 kBytes
STM32L452RCT6TR,STM32L452RC,STM32L452RCTx,256 kBytes,160 kBytes
STM32L452REI3,STM32L452RE,STM32L452REIx,512 kBytes,160 kBytes
STM32L452REI6,STM32L452RE,STM32L452REIx,512 kBytes,160 kBytes
STM32L452RET3,STM32L452RE,STM32L452RETx,512 kBytes,160 kBytes
STM32L452RET6,STM32L452RE,STM32L452RETx,512 kBytes,160 kBytes
STM32L452RET6P,STM32L452RE,STM32L452RETxP,512 kBytes,160 kBytes
STM32L452RET6TR,STM32L452RE,STM32L452RETx,512 kBytes,160 kBytes
STM32L452REY3TR,STM32L452RE,STM32L452REYx,512 kBytes,160 kBytes
STM32L452REY6PTR,STM32L452RE,STM32L452REYxP,512 kBytes,160 kBytes
STM32L452REY6TR,STM32L452RE,STM32L452REYx,512 kBytes,160 kBytes
STM32L452VCI6,STM32L452VC,STM32L452VCIx,256 kBytes,160 kBytes
STM32L452VCT6,STM32L452VC,STM32L452VCTx,256 kBytes,160 kBytes
STM32L452VEI3,STM32L452VE,STM32L452VEIx,512 kBytes,160 kBytes
STM32L452VEI3TR,STM32L452VE,STM32L452VEIx,512 kBytes,160 kBytes
STM32L452VEI6,STM32L452VE,STM32L452VEIx,512 kBytes,160 kBytes
STM32L452VEI6TR,STM32L452VE,STM32L452VEIx,512 kBytes,160 kBytes
STM32L452VET3,STM32L452VE,STM32L452VETx,512 kBytes,160 kBytes
STM32L452VET6,STM32L452VE,STM32L452VETx,512 kBytes,160 kBytes
STM32L462CET6,STM32L462CE,STM32L462CETx,512 kBytes,160 kBytes
STM32L462CEU3,STM32L462CE,STM32L462CEUx,512 kBytes,160 kBytes
STM32L462CEU6,STM32L462CE,STM32L462CEUx,512 kBytes,160 kBytes
STM32L462CEU6F,STM32L462CE,STM32L462CEUx,512 kBytes,160 kBytes
STM32L462CEU6TR,STM32L462CE,STM32L462CEUx,512 kBytes,160 kBytes
STM32L462REI6,STM32L462RE,STM32L462REIx,512 kBytes,160 kBytes
STM32L462RET6,STM32L462RE,STM32L462RETx,512 kBytes,160 kBytes
STM32L462RET6TR,STM32L462RE,STM32L462RETx,512 kBytes,160 kBytes
STM32L462REY6TR,STM32L462RE,STM32L462REYx,512 kBytes,160 kBytes
STM32L462VEI6,STM32L462VE,STM32L462VEIx,512 kBytes,160 kBytes
STM32L462VEI6TR,STM32L462VE,STM32L462VEIx,512 kBytes,160 kBytes
STM32L462VET6,STM32L462VE,STM32L462VETx,512 kBytes,160 kBytes
STM32L462VET6TR,STM32L462VE,STM32L462VETx,512 kBytes,160 kBytes
STM32L471QEI3TR,STM32L471QE,STM32L471QEIx,512 kBytes,128 kBytes
STM32L471QEI6,STM32L471QE,STM32L471QEIx,512 kBytes,128 kBytes
STM32L471QEI6TR,STM32L471QE,STM32L471QEIx,512 kBytes,128 kBytes
STM32L471QEI7,STM32L471QE,STM32L471QEIx,512 kBytes,128 kBytes
STM32L471QEI7TR,STM32L471QE,STM32L471QEIx,512 kBytes,128 kBytes
STM32L471QGI6,STM32L471QG,STM32L471QGIx,1024 kBytes,128 kBytes
STM32L471QGI6TR,STM32L471QG,STM32L471QGIx,1024 kBytes,128 kBytes
STM32L471RET3,STM32L471RE,STM32L471RETx,512 kBytes,128 kBytes
STM32L471RET3TR,STM32L471RE,STM32L471RETx,512 kBytes,128 kBytes
STM32L471RET6,STM32L471RE,STM32L471RETx,512 kBytes,128 kBytes
STM32L471RET6TR,STM32L471RE,STM32L471RETx,512 kBytes,128 kBytes
STM32L471RGT6,STM32L471RG,STM32L471RGTx,1024 kBytes,128 kBytes
STM32L471RGT6TR,STM32L471RG,STM32L471RGTx,1024 kBytes,128 kBytes
STM32L471VET6,STM32L471VE,STM32L471VETx,512 kBytes,128 kBytes
STM32L471VET6TR,STM32L471VE,STM32L471VETx,512 kBytes,128 kBytes
STM32L471VGT3,STM32L471VG,STM32L471VGTx,1024 kBytes,128 kBytes
STM32L471VGT6,STM32L471VG,STM32L471VGTx,1024 kBytes,128 kBytes
STM32L471VGT6TR,STM32L471VG,STM32L471VGTx,1024 kBytes,128 kBytes
STM32L471ZEJ3,STM32L471ZE,STM32L471ZEJx,512 kBytes,128 kBytes
STM32L471ZEJ3TR,STM32L471ZE,STM32L471ZEJx,512 kBytes,128 kBytes
STM32L471ZEJ6,STM32L471ZE,STM32L471ZEJx,512 kBytes,128 kBytes
STM32L471ZEJ6TR,STM32L471ZE,STM32L471ZEJx,512 kBytes,128 kBytes
STM32L471ZET6,STM32L471ZE,STM32L471ZETx,512 kBytes,128 kBytes
STM32L471ZET6TR,STM32L471ZE,STM32L471ZETx,512 kBytes,128 kBytes
STM32L471ZGJ6,STM32L471ZG,STM32L471ZGJx,1024 kBytes,128 kBytes
STM32L471ZGT6,STM32L471ZG,STM32L471ZGTx,1024 kBytes,128 kBytes
STM32L475RCT3,STM32L475RC,STM32L475RCTx,256 kBytes,128 kBytes
STM32L475RCT6,STM32L475RC,STM32L475RCTx,256 kBytes,128 kBytes
STM32L475RCT7,STM32L475RC,STM32L475RCTx,256 kBytes,128 kBytes
STM32L475RCT7TR,STM32L475RC,STM32L475RCTx,256 kBytes,128 kBytes
STM32L475RET6,STM32L475RE,STM32L475RETx,512 kBytes,128 kBytes
STM32L475RET6TR,STM32L475RE,STM32L475RETx,512 kBytes,128 kBytes
STM32L475RGT6,STM32L475RG,STM32L475RGTx,1024 kBytes,128 kBytes
STM32L475RGT6TR,STM32L475RG,STM32L475RGTx,1024 kBytes,128 kBytes
STM32L475RGT7,STM32L475RG,STM32L475RGTx,1024 kBytes,128 kBytes
STM32L475RGT7TR,STM32L475RG,STM32L475RGTx,1024 kBytes,128 kBytes
STM32L475VCT6,STM32L475VC,STM32L475VCTx,256 kBytes,128 kBytes
STM32L475VET6,STM32L475VE,STM32L475VETx,512 kBytes,128 kBytes
STM32L475VET6TR,STM32L475VE,STM32L475VETx,512 kBytes,128 kBytes
STM32L475VGT6,STM32L475VG,STM32L475VGTx,1024 kBytes,128 kBytes
STM32L476JEY6TR,STM32L476JE,STM32L476JEYx,512 kBytes,128 kBytes
STM32L476JGY3TR,STM32L476JG,STM32L476JGYx,1024 kBytes,128 kBytes
STM32L476JGY6PTR,STM32L476JG,STM32L476JGYxP,1024 kBytes,128 kBytes
STM32L476JGY6TR,STM32L476JG,STM32L476JGYx,1024 kBytes,128 kBytes
STM32L476JGY7TR,STM32L476JG,STM32L476JGYx,1024 kBytes,128 kBytes
STM32L476MEY6TR,STM32L476ME,STM32L476MEYx,512 kBytes,128 kBytes
STM32L476MGY3TR,STM32L476MG,STM32L476MGYx,1024 kBytes,128 kBytes
STM32L476MGY6MTR,STM32L476MG,STM32L476MGYx,1024 kBytes,128 kBytes
STM32L476MGY6TR,STM32L476MG,STM32L476MGYx,1024 kBytes,128 kBytes
STM32L476QEI6,STM32L476QE,STM32L476QEIx,512 kBytes,128 kBytes
STM32L476QEI6TR,STM32L476QE,STM32L476QEIx,512 kBytes,128 kBytes
STM32L476QGI3,STM32L476QG,STM32L476QGIx,1024 kBytes,128 kBytes
STM32L476QGI6,STM32L476QG,STM32L476QGIx,1024 kBytes,128 kBytes
STM32L476QGI6P,STM32L476QG,STM32L476QGIxP,1024 kBytes,128 kBytes
STM32L476QGI6TR,STM32L476QG,STM32L476QGIx,1024 kBytes,128 kBytes
STM32L476RCT6,STM32L476RC,STM32L476RCTx,256 kBytes,128 kBytes
STM32L476RCT6TR,STM32L476RC,STM32L476RCTx,256 kBytes,128 kBytes
STM32L476RET6,STM32L476RE,STM32L476RETx,512 kBytes,128 kBytes
STM32L476RET6TR,STM32L476RE,STM32L476RETx,512 kBytes,128 kBytes
STM32L476RGT3,STM32L476RG,STM32L476RGTx,1024 kBytes,128 kBytes
STM32L476RGT6,STM32L476RG,STM32L476RGTx,1024 kBytes,128 kBytes
STM32L476RGT6TR,STM32L476RG,STM32L476RGTx,1024 kBytes,128 kBytes
STM32L476VCT6,STM32L476VC,STM32L476VCTx,256 kBytes,128 kBytes
STM32L476VCT6TR,STM32L476VC,STM32L476VCTx,256 kBytes,128 kBytes
STM32L476VET6,STM32L476VE,STM32L476VETx,512 kBytes,128 kBytes
STM32L476VET6TR,STM32L476VE,STM32L476VETx,512 kBytes,128 kBytes
STM32L476VGT3,STM32L476VG,STM32L476VGTx,1024 kBytes,128 kBytes
STM32L476VGT6,STM32L476VG,STM32L476VGTx,1024 kBytes,128 kBytes
STM32L476VGT6TR,STM32L476VG,STM32L476VGTx,1024 kBytes,128 kBytes
STM32L476VGT7,STM32L476VG,STM32L476VGTx,1024 kBytes,128 kBytes
STM32L476VGT7TR,STM32L476VG,STM32L476VGTx,1024 kBytes,128 kBytes
STM32L476VGY6PTR,STM32L476VG,STM32L476VGYxP,1024 kBytes,128 kBytes
STM32L476ZET6,STM32L476ZE,STM32L476ZETx,512 kBytes,128 kBytes
STM32L476ZET6TR,STM32L476ZE,STM32L476ZETx,512 kBytes,128 kBytes
STM32L476ZGJ6,STM32L476ZG,STM32L476ZGJx,1024 kBytes,128 kBytes
STM32L476ZGT3,STM32L476ZG,STM32L476ZGTx,1024 kBytes,128 kBytes
STM32L476ZGT6,STM32L476ZG,STM32L476ZGTx,1024 kBytes,128 kBytes
STM32L476ZGT6TR,STM32L476ZG,STM32L476ZGTx,1024 kBytes,128 kBytes
STM32L486JGY6TR,STM32L486JG,STM32L486JGYx,1024 kBytes,128 kBytes
STM32L486QGI6,STM32L486QG,STM32L486QGIx,1024 kBytes,128 kBytes
STM32L486QGI6TR,STM32L486QG,STM32L486QGIx,1024 kBytes,128 kBytes
STM32L486RGT6,STM32L486RG,STM32L486RGTx,1024 kBytes,128 kBytes
STM32L486RGT6TR,STM32L486RG,STM32L486RGTx,1024 kBytes,128 kBytes
STM32L486RGT7,STM32L486RG,STM32L486RGTx,1024 kBytes,128 kBytes
STM32L486RGT7TR,STM32L486RG,STM32L486RGTx,1024 kBytes,128 kBytes
STM32L486VGT3,STM32L486VG,STM32L486VGTx,1024 kBytes,128 kBytes
STM32L486VGT3TR,STM32L486VG,STM32L486VGTx,1024 kBytes,128 kBytes
STM32L486VGT6,STM32L486VG,STM32L486VGTx,1024 kBytes,128 kBytes
STM32L486VGT6TR,STM32L486VG,STM32L486VGTx,1024 kBytes,128 kBytes
STM32L486ZGT3,STM32L486ZG,STM32L486ZGTx,1024 kBytes,128 kBytes
STM32L486ZGT6,STM32L486ZG,STM32L486ZGTx,1024 kBytes,128 kBytes
STM32L496AEI6,STM32L496AE,STM32L496AEIx,512 kBytes,320 kBytes
STM32L496AGI3,STM32L496AG,STM32L496AGIx,1024 kBytes,320 kBytes
STM32L496AGI6,STM32L496AG,STM32L496AGIx,1024 kBytes,320 kBytes
STM32L496AGI6P,STM32L496AG,STM32L496AGIxP,1024 kBytes,320 kBytes
STM32L496QEI6,STM32L496QE,STM32L496QEIx,512 kBytes,320 kBytes
STM32L496QEI6TR,STM32L496QE,STM32L496QEIx,512 kBytes,320 kBytes
STM32L496QGI3,STM32L496QG,STM32L496QGIx,1024 kBytes,320 kBytes
STM32L496QGI6,STM32L496QG,STM32L496QGIx,1024 kBytes,320 kBytes
STM32L496QGI6P,STM32L496QG,STM32L496QGIxP,1024 kBytes,320 kBytes
STM32L496QGI6S,STM32L496QG,STM32L496QGIxS,1024 kBytes,320 kBytes
STM32L496QGI6STR,STM32L496QG,STM32L496QGIxS,1024 kBytes,320 kBytes
STM32L496RET6,STM32L496RE,STM32L496RETx,512 kBytes,320 kBytes
STM32L496RET6TR,STM32L496RE,STM32L496RETx,512 kBytes,320 kBytes
STM32L496RGT3,STM32L496RG,STM32L496RGTx,1024 kBytes,320 kBytes
STM32L496RGT3TR,STM32L496RG,STM32L496RGTx,1024 kBytes,320 kBytes
STM32L496RGT6,STM32L496RG,STM32L496RGTx,1024 kBytes,320 kBytes
STM32L496RGT6P,STM32L496RG,STM32L496RGTxP,1024 kBytes,320 kBytes
STM32L496RGT6TR,STM32L496RG,STM32L496RGTx,1024 kBytes,320 kBytes
STM32L496VET3,STM32L496VE,STM32L496VETx,512 kBytes,320 kBytes
STM32L496VET6,STM32L496VE,STM32L496VETx,512 kBytes,320 kBytes
STM32L496VET6TR,STM32L496VE,STM32L496VETx,512 kBytes,320 kBytes
STM32L496VGT3,STM32L496VG,STM32L496VGTx,1024 kBytes,320 kBytes
STM32L496VGT6,STM32L496VG,STM32L496VGTx,1024 kBytes,320 kBytes
STM32L496VGT6P,STM32L496VG,STM32L496VGTxP,1024 kBytes,320 kBytes
STM32L496VGT6TR,STM32L496VG,STM32L496VGTx,1024 kBytes,320 kBytes
STM32L496VGY6PTR,STM32L496VG,STM32L496VGYxP,1024 kBytes,320 kBytes
STM32L496VGY6TR,STM32L496VG,STM32L496VGYx,1024 kBytes,320 kBytes
STM32L496WGY6PTR,STM32L496WG,STM32L496WGYxP,1024 kBytes,320 kBytes
STM32L496ZET6,STM32L496ZE,STM32L496ZETx,512 kBytes,320 kBytes
STM32L496ZET6TR,STM32L496ZE,STM32L496ZETx,512 kBytes,320 kBytes
STM32L496ZGT3,STM32L496ZG,STM32L496ZGTx,1024 kBytes,320 kBytes
